ID,Programme,Annee,ID_Site,Protocole,AB_tot,BM_tot,Richesse_tot,CaCO3,gps_x,N,bio3,gps_y,clay,silt,clcm_lvl3,P,bio12
TRAMBIOSOIL_5_2022_NA_NA,TRAMBIOSOIL,2022,"5",HS,383.333333333333,"121,641666666667",8,"38,3417701721191",2.23589,"1,74781811237335",0.341000008583069,48.71779,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_50_2022_NA_NA,TRAMBIOSOIL,2022,"50",HS,645.833333333333,"180,983333333333",8,"67,4178695678711",2.22718,"1,80795848369598",0.342000007629395,48.71079,"15,3","45,6",gua,"37,89599609375",703.5
TRAMBIOSOIL_51_2022_NA_NA,TRAMBIOSOIL,2022,"51",HS,400,"113,479166666667",8,"73,9800720214844",2.23,"1,68824601173401",0.342000007629395,48.71,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_52_2022_NA_NA,TRAMBIOSOIL,2022,"52",HS,83.3333333333333,"54,35",4,"38,3417701721191",2.23388,"1,74781811237335",0.341000008583069,48.71921,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_53_2022_NA_NA,TRAMBIOSOIL,2022,"53",HS,162.5,"63,4875",8,"102,28247833252",2.23631,"1,59002161026001",0.341000008583069,48.71385,"17","42,6",gua,"35,4776306152344",699.7
TRAMBIOSOIL_54_2022_NA_NA,TRAMBIOSOIL,2022,"54",HS,275,"105,9625",7,"73,9800720214844",2.23023,"1,68824601173401",0.342000007629395,48.71049,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_55_2022_NA_NA,TRAMBIOSOIL,2022,"55",HS,912.5,"142,733333333333",10,"38,3417701721191",2.23532,"1,74781811237335",0.341000008583069,48.72054,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_56_2022_NA_NA,TRAMBIOSOIL,2022,"56",HS,616.666666666667,"129,775",6,"73,9800720214844",2.23157,"1,68824601173401",0.342000007629395,48.71217,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_57_2022_NA_NA,TRAMBIOSOIL,2022,"57",HS,370.833333333333,"132,4875",7,"38,3417701721191",2.23526,"1,74781811237335",0.341000008583069,48.72077,"16","50,2",gua,"36,3927421569824",698.6
TRAMBIOSOIL_6_2022_NA_NA,TRAMBIOSOIL,2022,"6",HS,466.666666666667,"270,908333333333",9,"73,9800720214844",2.23049,"1,68824601173401",0.342000007629395,48.71106,"17","42,6",gua,"35,897029876709",703.5
TRAMBIOSOIL_60_2022_NA_NA,TRAMBIOSOIL,2022,"60",HS,175,"100,641666666667",7,"65,4695358276367",2.23417,"1,67365527153015",0.341000008583069,48.72443,"16,6","42,7",gua,"39,3080749511719",698.6
TRAMBIOSOIL_61_2022_NA_NA,TRAMBIOSOIL,2022,"61",HS,179.166666666667,"52,6625",7,"65,4695358276367",2.23304,"1,67365527153015",0.341000008583069,48.72444,"16,6","42,7",gua,"39,3080749511719",703.2
